Gene stable ID,length
ENSMUSG00000022620,7458
ENSMUSG00000030094,8279
ENSMUSG00000080115,2716
ENSMUSG00000035878,15305
ENSMUSG00000006732,5391
ENSMUSG00000020459,11189
ENSMUSG00000043410,19065
ENSMUSG00000025014,5138
ENSMUSG00000022240,19482
ENSMUSG00000044820,768
ENSMUSG00000010057,5001
ENSMUSG00000006724,5311
ENSMUSG00000021216,4429
ENSMUSG00000021078,1700
ENSMUSG00000044988,1476
ENSMUSG00000047014,10103
ENSMUSG00000028910,7327
ENSMUSG00000040502,3033
ENSMUSG00000035941,20400
ENSMUSG00000074895,9664
ENSMUSG00000071324,23598
ENSMUSG00000031519,6425
ENSMUSG00000021917,5851
ENSMUSG00000026657,49705
ENSMUSG00000017210,20667
ENSMUSG00000029810,11352
ENSMUSG00000050121,4624
ENSMUSG00000024973,3708
ENSMUSG00000031518,1051
ENSMUSG00000029622,10529
ENSMUSG00000028911,7164
ENSMUSG00000021079,10630
ENSMUSG00000033703,10728
ENSMUSG00000024757,7406
ENSMUSG00000021843,90650
ENSMUSG00000048756,14085
ENSMUSG00000108622,3342
ENSMUSG00000042759,5805
ENSMUSG00000070720,2328
ENSMUSG00000044700,17819
ENSMUSG00000020547,10575
ENSMUSG00000006728,9604
ENSMUSG00000025013,7934
ENSMUSG00000039168,3336
ENSMUSG00000015709,24281
ENSMUSG00000010044,4670
ENSMUSG00000029623,6929
ENSMUSG00000036661,14593
ENSMUSG00000022722,4904
ENSMUSG00000038722,4619
ENSMUSG00000035274,7487
ENSMUSG00000053303,4841
ENSMUSG00000032415,2896
ENSMUSG00000006736,3453
ENSMUSG00000033715,6179
ENSMUSG00000034192,4403
ENSMUSG00000031749,8100
ENSMUSG00000028982,1880
ENSMUSG00000038302,7747
ENSMUSG00000032301,5223
ENSMUSG00000023367,8160
ENSMUSG00000021694,17056
ENSMUSG00000025016,11237
ENSMUSG00000036188,8282
ENSMUSG00000015023,4011
ENSMUSG00000090231,13935
ENSMUSG00000039911,8983
ENSMUSG00000029624,3349
ENSMUSG00000022623,27990
ENSMUSG00000022895,10447
ENSMUSG00000020015,9432
ENSMUSG00000021187,11221
ENSMUSG00000067656,3933
ENSMUSG00000020460,3582
ENSMUSG00000034656,41902
ENSMUSG00000028980,10344
ENSMUSG00000052861,41736
ENSMUSG00000029152,12259
ENSMUSG00000047875,4896
ENSMUSG00000063590,1994
ENSMUSG00000020766,1398
ENSMUSG00000028976,5194
ENSMUSG00000025017,7147
ENSMUSG00000010067,14837
ENSMUSG00000055540,7844
ENSMUSG00000062064,2170
ENSMUSG00000020461,5675
ENSMUSG00000020545,3644
ENSMUSG00000022237,22768
ENSMUSG00000019804,3200
ENSMUSG00000005262,10197
ENSMUSG00000044701,1016
ENSMUSG00000039137,38522
ENSMUSG00000021417,15622
ENSMUSG00000075044,6717
ENSMUSG00000008398,8115
ENSMUSG00000036169,1779
ENSMUSG00000097789,7523
ENSMUSG00000021186,9965
ENSMUSG00000026490,61767
ENSMUSG00000022236,952
ENSMUSG00000016559,6138
ENSMUSG00000030717,5256
ENSMUSG00000035594,6467
ENSMUSG00000019803,5160
ENSMUSG00000022622,4217
ENSMUSG00000030630,3765
ENSMUSG00000034601,10629
ENSMUSG00000025019,30333
ENSMUSG00000029811,9793
ENSMUSG00000010054,2369
ENSMUSG00000010047,9821
ENSMUSG00000079020,24236
ENSMUSG00000052562,6715
ENSMUSG00000058756,9582
ENSMUSG00000025422,15226
ENSMUSG00000071632,3557
ENSMUSG00000029813,2481
ENSMUSG00000030516,21079
ENSMUSG00000099908,2958
ENSMUSG00000032303,9878
ENSMUSG00000068536,5804
ENSMUSG00000022913,3126
ENSMUSG00000051329,11358
ENSMUSG00000039215,2770
ENSMUSG00000092511,6754
ENSMUSG00000063796,7481
ENSMUSG00000052738,6577
ENSMUSG00000020889,3492
ENSMUSG00000022706,2723
ENSMUSG00000035200,3717
ENSMUSG00000044548,6090
ENSMUSG00000029283,18486
ENSMUSG00000050312,11139
ENSMUSG00000045281,2142
ENSMUSG00000025020,16885
ENSMUSG00000039100,10291
ENSMUSG00000010051,9956
ENSMUSG00000015889,9094
ENSMUSG00000038048,3907
ENSMUSG00000017288,20212
ENSMUSG00000021188,19436
ENSMUSG00000022911,7085
ENSMUSG00000079334,11604
ENSMUSG00000024371,9487
ENSMUSG00000038280,9662
ENSMUSG00000047854,2810
ENSMUSG00000036091,4201
ENSMUSG00000072476,2352
ENSMUSG00000022912,4936
ENSMUSG00000029816,8945
ENSMUSG00000032307,8169
ENSMUSG00000040462,5774
ENSMUSG00000022621,10331
ENSMUSG00000022702,14378
ENSMUSG00000043153,18328
ENSMUSG00000027472,5454
ENSMUSG00000030714,6074
ENSMUSG00000063260,1838
ENSMUSG00000075470,13095
ENSMUSG00000042631,2708
ENSMUSG00000030287,31561
ENSMUSG00000020017,9051
ENSMUSG00000022235,3125
ENSMUSG00000032125,23507
ENSMUSG00000048915,4666
ENSMUSG00000033943,73893
ENSMUSG00000021214,2286
ENSMUSG00000023965,14321
ENSMUSG00000030629,11346
ENSMUSG00000029153,11006
ENSMUSG00000059895,23831
ENSMUSG00000039842,15001
ENSMUSG00000025154,8532
ENSMUSG00000015890,2412
ENSMUSG00000021696,6348
ENSMUSG00000029287,10948
ENSMUSG00000021189,8637
ENSMUSG00000000127,11489
ENSMUSG00000006731,8984
ENSMUSG00000022234,4881
ENSMUSG00000050742,3884
ENSMUSG00000031434,18601
ENSMUSG00000050158,3938
ENSMUSG00000021213,2484
ENSMUSG00000033658,9692
ENSMUSG00000056822,9611
ENSMUSG00000045341,14505
ENSMUSG00000061361,3139
ENSMUSG00000040441,11633
ENSMUSG00000068535,8051
ENSMUSG00000029154,5618
ENSMUSG00000052504,14998
ENSMUSG00000039105,1132
ENSMUSG00000028972,4476
ENSMUSG00000071551,7799
ENSMUSG00000031465,4198
ENSMUSG00000036144,2357
ENSMUSG00000113902,2695
ENSMUSG00000031467,13604
ENSMUSG00000036168,6794
ENSMUSG00000025875,6759
ENSMUSG00000067199,2613
ENSMUSG00000045917,9273
ENSMUSG00000047604,2160
ENSMUSG00000041781,5717
ENSMUSG00000035049,4306
ENSMUSG00000052560,8421
ENSMUSG00000045411,32810
ENSMUSG00000050103,11443
ENSMUSG00000024083,21622
ENSMUSG00000031960,14713
ENSMUSG00000029625,11419
ENSMUSG00000084782,1001
ENSMUSG00000058935,1339
ENSMUSG00000011752,2975
ENSMUSG00000063524,10224
ENSMUSG00000034321,5284
ENSMUSG00000020018,857
ENSMUSG00000010048,7159
ENSMUSG00000038248,6066
ENSMUSG00000024085,8297
ENSMUSG00000025157,8434
ENSMUSG00000020019,4216
ENSMUSG00000034574,23584
ENSMUSG00000072487,15130
ENSMUSG00000021211,1252
ENSMUSG00000026837,10657
ENSMUSG00000062245,3428
ENSMUSG00000068167,4187
ENSMUSG00000028362,3803
ENSMUSG00000060480,2348
ENSMUSG00000059920,6523
ENSMUSG00000021697,7841
ENSMUSG00000020020,5385
ENSMUSG00000004221,52235
ENSMUSG00000047141,10991
ENSMUSG00000039814,15572
ENSMUSG00000039852,18242
ENSMUSG00000024088,1252
ENSMUSG00000041247,3350
ENSMUSG00000025159,44030
ENSMUSG00000019863,6581
ENSMUSG00000045036,14861
ENSMUSG00000034973,55844
ENSMUSG00000054604,5180
ENSMUSG00000050783,2576
ENSMUSG00000025762,19058
ENSMUSG00000039065,8170
ENSMUSG00000022686,17094
ENSMUSG00000109941,1325
ENSMUSG00000053678,387
ENSMUSG00000053695,350
ENSMUSG00000086361,807
ENSMUSG00000053790,284
ENSMUSG00000019467,16602
ENSMUSG00000038690,4694
ENSMUSG00000061847,250
ENSMUSG00000059288,8030
ENSMUSG00000029815,7111
ENSMUSG00000045267,1005
ENSMUSG00000039375,24694
ENSMUSG00000028364,23885
ENSMUSG00000022231,35586
ENSMUSG00000075330,2013
ENSMUSG00000029627,5019
ENSMUSG00000029632,3151
ENSMUSG00000004843,3581
ENSMUSG00000028175,8179
ENSMUSG00000055991,9905
ENSMUSG00000043008,4325
ENSMUSG00000027474,7705
ENSMUSG00000021418,8955
ENSMUSG00000029814,10266
ENSMUSG00000070460,4624
ENSMUSG00000020770,13672
ENSMUSG00000091243,10227
ENSMUSG00000070459,15127
ENSMUSG00000116179,947
ENSMUSG00000039449,9953
ENSMUSG00000066372,31323
ENSMUSG00000021210,3611
ENSMUSG00000062901,12358
ENSMUSG00000051674,17611
ENSMUSG00000040250,15591
ENSMUSG00000024091,4336
ENSMUSG00000012777,4234
ENSMUSG00000087376,816
ENSMUSG00000064115,17722
ENSMUSG00000050612,3644
ENSMUSG00000094950,60199
ENSMUSG00000043398,3149
ENSMUSG00000019718,4570
ENSMUSG00000056515,4018
ENSMUSG00000049940,3598
ENSMUSG00000050423,5316
ENSMUSG00000008200,16609
ENSMUSG00000041771,10782
ENSMUSG00000046573,2083
ENSMUSG00000029817,12461
ENSMUSG00000004473,2974
ENSMUSG00000022261,3522
ENSMUSG00000054312,1582
ENSMUSG00000061950,19121
ENSMUSG00000054757,3464
ENSMUSG00000028174,4069
ENSMUSG00000095664,59104
ENSMUSG00000039007,11979
ENSMUSG00000050786,4716
ENSMUSG00000096861,10753
ENSMUSG00000047115,7263
ENSMUSG00000019864,6504
ENSMUSG00000091006,59853
ENSMUSG00000103409,2983
ENSMUSG00000106631,6515
ENSMUSG00000031400,5003
ENSMUSG00000032309,8465
ENSMUSG00000052915,11893
ENSMUSG00000069170,61558
ENSMUSG00000067206,3566
ENSMUSG00000075701,4829
ENSMUSG00000040415,7151
ENSMUSG00000022914,46701
ENSMUSG00000007812,12349
ENSMUSG00000063063,20340
ENSMUSG00000038984,4009
ENSMUSG00000022603,9600
ENSMUSG00000038550,5644
ENSMUSG00000026835,2384
ENSMUSG00000079536,624
ENSMUSG00000025417,6000
ENSMUSG00000032640,4173
ENSMUSG00000031433,16205
ENSMUSG00000070420,4267
ENSMUSG00000071169,172
ENSMUSG00000032311,13969
ENSMUSG00000031517,3208
ENSMUSG00000070458,76988
ENSMUSG00000019866,15079
ENSMUSG00000029156,4242
ENSMUSG00000005078,6275
ENSMUSG00000033701,9422
ENSMUSG00000039785,205
ENSMUSG00000028078,26261
ENSMUSG00000038738,25246
ENSMUSG00000044647,26090
ENSMUSG00000078676,8640
ENSMUSG00000039775,273
ENSMUSG00000070419,3452
ENSMUSG00000028370,11005
ENSMUSG00000031471,285
ENSMUSG00000046258,2724
ENSMUSG00000037790,304
ENSMUSG00000021086,2601
ENSMUSG00000038656,1717
ENSMUSG00000036112,22464
ENSMUSG00000022602,6103
ENSMUSG00000096265,2504
ENSMUSG00000046380,5851
ENSMUSG00000038020,8147
ENSMUSG00000026468,6431
ENSMUSG00000044456,12519
ENSMUSG00000038257,11543
ENSMUSG00000022598,857
ENSMUSG00000075552,2051
ENSMUSG00000032128,20522
ENSMUSG00000056665,1782
ENSMUSG00000022596,3419
ENSMUSG00000022595,882
ENSMUSG00000062939,7219
ENSMUSG00000043715,3634
ENSMUSG00000051706,8093
ENSMUSG00000075551,2047
ENSMUSG00000075605,542
ENSMUSG00000038013,9888
ENSMUSG00000033633,15591
ENSMUSG00000079534,2857
ENSMUSG00000048186,9328
ENSMUSG00000040242,10239
ENSMUSG00000028373,9589
ENSMUSG00000022255,25439
ENSMUSG00000079532,773
ENSMUSG00000031295,21444
ENSMUSG00000054417,1949
ENSMUSG00000024096,12037
ENSMUSG00000017286,11476
ENSMUSG00000036095,22962
ENSMUSG00000054814,14387
ENSMUSG00000038903,4230
ENSMUSG00000090774,39937
ENSMUSG00000008028,5341
ENSMUSG00000026994,5863
ENSMUSG00000033684,16173
ENSMUSG00000060780,8784
ENSMUSG00000024511,15663
ENSMUSG00000056035,5132
ENSMUSG00000015133,17559
ENSMUSG00000056131,9871
ENSMUSG00000051675,7553
ENSMUSG00000040234,4949
ENSMUSG00000110591,2079
ENSMUSG00000024098,6678
ENSMUSG00000079608,6440
ENSMUSG00000033902,13671
ENSMUSG00000049907,3721
ENSMUSG00000039005,7081
ENSMUSG00000031613,1676
ENSMUSG00000034647,21713
ENSMUSG00000029276,10169
ENSMUSG00000074449,2512
ENSMUSG00000071356,2344
ENSMUSG00000028351,7050
ENSMUSG00000033624,8612
ENSMUSG00000038160,2756
ENSMUSG00000074657,10941
ENSMUSG00000023403,10317
ENSMUSG00000039298,19987
ENSMUSG00000025171,2016
ENSMUSG00000021087,9117
ENSMUSG00000022594,5156
ENSMUSG00000025172,2220
ENSMUSG00000038215,10508
ENSMUSG00000020458,20491
ENSMUSG00000032417,3530
ENSMUSG00000024099,3784
ENSMUSG00000034634,741
ENSMUSG00000101026,3048
ENSMUSG00000030731,8590
ENSMUSG00000038425,15447
ENSMUSG00000025176,3671
ENSMUSG00000022257,4650
ENSMUSG00000032313,7326
ENSMUSG00000079531,2853
ENSMUSG00000016918,29247
ENSMUSG00000098789,4218
ENSMUSG00000090369,1379
ENSMUSG00000049670,3983
ENSMUSG00000021420,14556
ENSMUSG00000072944,4243
ENSMUSG00000044678,1396
ENSMUSG00000025178,13162
ENSMUSG00000068349,2376
ENSMUSG00000026662,9547
ENSMUSG00000024101,8197
ENSMUSG00000042138,11842
ENSMUSG00000038151,12627
ENSMUSG00000030291,6482
ENSMUSG00000021090,26016
ENSMUSG00000068600,2859
ENSMUSG00000094687,277
ENSMUSG00000055571,11966
ENSMUSG00000061958,349
ENSMUSG00000062426,1001
ENSMUSG00000038206,8575
ENSMUSG00000047085,4348
ENSMUSG00000075604,3156
ENSMUSG00000029630,4969
ENSMUSG00000018821,1597
ENSMUSG00000029819,562
ENSMUSG00000042433,1502
ENSMUSG00000063163,1832
ENSMUSG00000032314,3255
ENSMUSG00000039608,16267
ENSMUSG00000044345,6818
ENSMUSG00000022589,3232
ENSMUSG00000061549,1934
ENSMUSG00000035840,7548
ENSMUSG00000062168,3772
ENSMUSG00000092401,2393
ENSMUSG00000038543,3189
ENSMUSG00000042401,5144
ENSMUSG00000029629,25249
ENSMUSG00000020168,5468
ENSMUSG00000062878,11263
ENSMUSG00000003283,6235
ENSMUSG00000057067,2858
ENSMUSG00000074444,396
ENSMUSG00000035842,19512
ENSMUSG00000021207,3168
ENSMUSG00000039270,9119
ENSMUSG00000040681,3884
ENSMUSG00000092372,1100
ENSMUSG00000059319,6940
ENSMUSG00000063522,5089
ENSMUSG00000074443,417
ENSMUSG00000025410,6534
ENSMUSG00000032318,6066
ENSMUSG00000038704,5001
ENSMUSG00000074442,375
ENSMUSG00000094447,901
ENSMUSG00000061292,3878
ENSMUSG00000079116,416
ENSMUSG00000058600,5206
ENSMUSG00000066141,1677
ENSMUSG00000015750,7410
ENSMUSG00000023147,10793
ENSMUSG00000031293,7277
ENSMUSG00000074441,383
ENSMUSG00000074440,408
ENSMUSG00000074439,374
ENSMUSG00000104752,1157
ENSMUSG00000001946,4503
ENSMUSG00000044726,2380
ENSMUSG00000096798,1149
ENSMUSG00000095040,1269
ENSMUSG00000042425,11206
ENSMUSG00000003316,15448
ENSMUSG00000022323,5418
ENSMUSG00000062042,1007
ENSMUSG00000039114,6075
ENSMUSG00000063394,6538
ENSMUSG00000060688,3209
ENSMUSG00000028173,16751
ENSMUSG00000062110,16120
ENSMUSG00000015134,7332
ENSMUSG00000028906,84206
ENSMUSG00000045275,14274
ENSMUSG00000019849,10918
ENSMUSG00000025184,9547
ENSMUSG00000035834,7478
ENSMUSG00000024513,5165
ENSMUSG00000001943,4633
ENSMUSG00000055782,6365
ENSMUSG00000032750,7962
ENSMUSG00000078932,3945
ENSMUSG00000025185,9823
ENSMUSG00000051098,4629
ENSMUSG00000060534,18973
ENSMUSG00000036298,9081
ENSMUSG00000045410,7458
ENSMUSG00000053310,1893
ENSMUSG00000022883,28006
ENSMUSG00000031432,2419
ENSMUSG00000052105,31270
ENSMUSG00000019848,3995
ENSMUSG00000034007,17934
ENSMUSG00000022325,8804
ENSMUSG00000030509,13091
ENSMUSG00000034501,4289
ENSMUSG00000071317,4852
ENSMUSG00000026664,2535
ENSMUSG00000109482,9073
ENSMUSG00000025409,13903
ENSMUSG00000031431,9770
ENSMUSG00000021094,6020
ENSMUSG00000038526,4018
ENSMUSG00000001773,6105
ENSMUSG00000060224,11064
ENSMUSG00000026833,10104
ENSMUSG00000068341,1955
ENSMUSG00000021537,5683
ENSMUSG00000037253,3736
ENSMUSG00000074437,506
ENSMUSG00000029634,12707
ENSMUSG00000024515,7979
ENSMUSG00000096295,424
ENSMUSG00000094362,424
ENSMUSG00000021096,17068
ENSMUSG00000094662,418
ENSMUSG00000079114,486
ENSMUSG00000074892,11653
ENSMUSG00000025764,26808
ENSMUSG00000031403,10259
ENSMUSG00000022584,4665
ENSMUSG00000038193,2349
ENSMUSG00000033596,8503
ENSMUSG00000004151,31309
ENSMUSG00000079516,819
ENSMUSG00000022582,1271
ENSMUSG00000021423,3812
ENSMUSG00000038879,10667
ENSMUSG00000023140,1382
ENSMUSG00000000159,5748
ENSMUSG00000005417,39863
ENSMUSG00000000078,6128
ENSMUSG00000063804,9673
ENSMUSG00000036941,4967
ENSMUSG00000095066,423
ENSMUSG00000001630,7205
ENSMUSG00000090949,19525
ENSMUSG00000033852,13100
ENSMUSG00000094818,423
ENSMUSG00000024556,8477
ENSMUSG00000065956,401
ENSMUSG00000091962,17990
ENSMUSG00000025408,2450
ENSMUSG00000096872,1104
ENSMUSG00000074434,398
ENSMUSG00000079113,504
ENSMUSG00000024660,12360
ENSMUSG00000060070,370
ENSMUSG00000050963,10358
ENSMUSG00000038695,14931
ENSMUSG00000045102,12540
ENSMUSG00000060208,395
ENSMUSG00000035829,12800
ENSMUSG00000047728,3712
ENSMUSG00000116429,103
ENSMUSG00000024105,2540
ENSMUSG00000033671,20752
ENSMUSG00000063206,373
ENSMUSG00000036099,32448
ENSMUSG00000001942,17784
ENSMUSG00000012519,5222
ENSMUSG00000033278,19382
ENSMUSG00000026831,1914
ENSMUSG00000024561,15716
ENSMUSG00000117081,1022
ENSMUSG00000022329,12746
ENSMUSG00000000157,10061
ENSMUSG00000021193,10688
ENSMUSG00000000266,17505
ENSMUSG00000026668,3352
ENSMUSG00000059654,2420
ENSMUSG00000030017,2852
ENSMUSG00000028076,6046
ENSMUSG00000026489,16100
ENSMUSG00000058618,501
ENSMUSG00000035772,7002
ENSMUSG00000064213,417
ENSMUSG00000044748,870
ENSMUSG00000031292,23036
ENSMUSG00000032625,24154
ENSMUSG00000058568,371
ENSMUSG00000033579,6939
ENSMUSG00000098488,13326
ENSMUSG00000032826,81990
ENSMUSG00000022330,7604
ENSMUSG00000090362,51248
ENSMUSG00000024661,8084
ENSMUSG00000006570,303
ENSMUSG00000044743,296
ENSMUSG00000047390,308
ENSMUSG00000037646,29056
ENSMUSG00000045337,315
ENSMUSG00000008140,8222
ENSMUSG00000090223,2496
ENSMUSG00000048500,343
ENSMUSG00000058052,265
ENSMUSG00000001948,1833
ENSMUSG00000037418,4082
ENSMUSG00000044222,450
ENSMUSG00000050272,10436
ENSMUSG00000079112,1882
ENSMUSG00000017049,2011
ENSMUSG00000026829,3032
ENSMUSG00000096887,448
ENSMUSG00000073375,1759
ENSMUSG00000032320,7726
ENSMUSG00000025188,19858
ENSMUSG00000006567,10506
ENSMUSG00000032796,12507
ENSMUSG00000035394,5938
ENSMUSG00000079555,7283
ENSMUSG00000052581,21047
ENSMUSG00000074899,11588
ENSMUSG00000011114,6839
ENSMUSG00000038963,12037
ENSMUSG00000037235,10432
ENSMUSG00000053091,24285
ENSMUSG00000014313,5775
ENSMUSG00000029571,9399
ENSMUSG00000055691,2015
ENSMUSG00000025885,22475
ENSMUSG00000011118,4203
ENSMUSG00000047446,10633
ENSMUSG00000020021,8922
ENSMUSG00000067860,9433
ENSMUSG00000038384,30062
ENSMUSG00000049946,2215
ENSMUSG00000037627,7241
ENSMUSG00000052516,46538
ENSMUSG00000063362,10996
ENSMUSG00000021099,4007
ENSMUSG00000027293,5102
ENSMUSG00000057969,23404
ENSMUSG00000031402,10832
ENSMUSG00000046201,6892
ENSMUSG00000051367,5055
ENSMUSG00000025938,36736
ENSMUSG00000021699,37431
ENSMUSG00000030020,26968
ENSMUSG00000034460,13213
ENSMUSG00000070023,351
ENSMUSG00000048230,5288
ENSMUSG00000057228,4179
ENSMUSG00000002565,5619
ENSMUSG00000045996,1082
ENSMUSG00000027568,6502
ENSMUSG00000024043,11567
ENSMUSG00000037617,22083
ENSMUSG00000040354,10552
ENSMUSG00000026669,18176
ENSMUSG00000026159,24068
ENSMUSG00000079679,10858
ENSMUSG00000037224,8560
ENSMUSG00000031647,14577
ENSMUSG00000051113,6263
ENSMUSG00000037738,6997
ENSMUSG00000071342,3358
ENSMUSG00000073094,1720
ENSMUSG00000109572,2107
ENSMUSG00000030510,4388
ENSMUSG00000029569,10506
ENSMUSG00000021103,7465
ENSMUSG00000029635,18993
ENSMUSG00000031137,9858
ENSMUSG00000035125,14371
ENSMUSG00000038670,4042
ENSMUSG00000027569,11814
ENSMUSG00000022280,8845
ENSMUSG00000036880,2007
ENSMUSG00000034442,2951
ENSMUSG00000038822,18582
ENSMUSG00000031138,2726
ENSMUSG00000044712,13138
ENSMUSG00000049401,3170
ENSMUSG00000074852,5705
ENSMUSG00000053846,6361
ENSMUSG00000031959,17418
ENSMUSG00000031273,10519
ENSMUSG00000024663,21937
ENSMUSG00000042742,8596
ENSMUSG00000048307,8683
ENSMUSG00000062328,2085
ENSMUSG00000030045,6140
ENSMUSG00000026672,9168
ENSMUSG00000048216,8745
ENSMUSG00000055022,19724
ENSMUSG00000058145,19633
ENSMUSG00000036299,3596
ENSMUSG00000035765,12363
ENSMUSG00000052419,6618
ENSMUSG00000001627,11576
ENSMUSG00000033773,14502
ENSMUSG00000050211,14008
ENSMUSG00000040187,14455
ENSMUSG00000059834,15196
ENSMUSG00000032948,3524
ENSMUSG00000095407,3658
ENSMUSG00000031196,18280
ENSMUSG00000008193,4426
ENSMUSG00000023800,27528
ENSMUSG00000032940,6833
ENSMUSG00000025189,8781
ENSMUSG00000032932,11235
ENSMUSG00000043831,17610
ENSMUSG00000040345,8884
ENSMUSG00000052928,6557
ENSMUSG00000034435,2990
ENSMUSG00000026676,2667
ENSMUSG00000021198,39860
ENSMUSG00000070719,3668
ENSMUSG00000025190,4790
ENSMUSG00000044646,10276
ENSMUSG00000017499,12630
ENSMUSG00000030562,20150
ENSMUSG00000022876,9351
ENSMUSG00000036218,7442
ENSMUSG00000024563,15605
ENSMUSG00000015749,12045
ENSMUSG00000044220,2110
ENSMUSG00000040414,8251
ENSMUSG00000061165,6083
ENSMUSG00000039145,9259
ENSMUSG00000110526,1127
ENSMUSG00000032322,9943
ENSMUSG00000031198,3258
ENSMUSG00000013611,5775
ENSMUSG00000024664,7551
ENSMUSG00000113880,805
ENSMUSG00000022938,5158
ENSMUSG00000113973,795
ENSMUSG00000090110,2006
ENSMUSG00000113846,828
ENSMUSG00000113084,829
ENSMUSG00000042414,2556
ENSMUSG00000025407,7493
ENSMUSG00000038005,8496
ENSMUSG00000059493,13669
ENSMUSG00000113925,827
ENSMUSG00000114011,638
ENSMUSG00000113097,932
ENSMUSG00000038496,6399
ENSMUSG00000031139,11478
ENSMUSG00000035104,3852
ENSMUSG00000048490,20629
ENSMUSG00000063350,3561
ENSMUSG00000100190,956
ENSMUSG00000113267,1014
ENSMUSG00000050511,4018
ENSMUSG00000104423,1092
ENSMUSG00000058628,3040
ENSMUSG00000101315,991
ENSMUSG00000026166,2972
ENSMUSG00000031478,6623
ENSMUSG00000069808,9724
ENSMUSG00000066750,9341
ENSMUSG00000047492,5317
ENSMUSG00000040025,8124
ENSMUSG00000025405,1857
ENSMUSG00000042717,6961
ENSMUSG00000046971,5691
ENSMUSG00000066749,3694
ENSMUSG00000020023,17393
ENSMUSG00000032562,8691
ENSMUSG00000030292,2556
ENSMUSG00000025192,10862
ENSMUSG00000036197,12906
ENSMUSG00000021700,15558
ENSMUSG00000036983,4292
ENSMUSG00000053161,6562
ENSMUSG00000022867,11599
ENSMUSG00000030043,12588
ENSMUSG00000028901,17391
ENSMUSG00000029440,9381
ENSMUSG00000032818,25409
ENSMUSG00000043648,2697
ENSMUSG00000023802,1779
ENSMUSG00000049396,3770
ENSMUSG00000066748,13484
ENSMUSG00000032324,6968
ENSMUSG00000039087,47545
ENSMUSG00000030042,4199
ENSMUSG00000038057,579
ENSMUSG00000015745,4709
ENSMUSG00000038046,3137
ENSMUSG00000024665,4358
ENSMUSG00000022283,11521
ENSMUSG00000056073,32709
ENSMUSG00000029636,5714
ENSMUSG00000000628,9364
ENSMUSG00000040812,24512
ENSMUSG00000037725,4250
ENSMUSG00000020844,3597
ENSMUSG00000069729,37958
ENSMUSG00000066747,13018
ENSMUSG00000027968,4629
ENSMUSG00000026466,17575
ENSMUSG00000028899,4790
ENSMUSG00000096344,1166
ENSMUSG00000060583,5182
ENSMUSG00000029275,8812
ENSMUSG00000074305,16229
ENSMUSG00000022865,10682
ENSMUSG00000031479,4085
ENSMUSG00000089687,759
ENSMUSG00000031200,6735
ENSMUSG00000040018,5167
ENSMUSG00000028898,9438
ENSMUSG00000044072,13711
ENSMUSG00000094461,929
ENSMUSG00000040855,23612
ENSMUSG00000022634,3537
ENSMUSG00000095893,4112
ENSMUSG00000029445,4253
ENSMUSG00000096424,929
ENSMUSG00000041734,16628
ENSMUSG00000031480,10958
ENSMUSG00000096167,7822
ENSMUSG00000021108,13168
ENSMUSG00000095527,3872
ENSMUSG00000004651,8880
ENSMUSG00000096356,6614
ENSMUSG00000010663,11426
ENSMUSG00000047897,1136
ENSMUSG00000022863,4856
ENSMUSG00000038388,15520
ENSMUSG00000033545,26560
ENSMUSG00000032329,13216
ENSMUSG00000022635,6115
ENSMUSG00000022864,19580
ENSMUSG00000038644,14731
ENSMUSG00000055917,14564
ENSMUSG00000029110,18621
ENSMUSG00000004945,2539
ENSMUSG00000025193,3974
ENSMUSG00000078157,3273
ENSMUSG00000025427,17274
ENSMUSG00000031201,14907
ENSMUSG00000032633,11711
ENSMUSG00000022285,10739
ENSMUSG00000101959,1444
ENSMUSG00000020024,11046
ENSMUSG00000034265,3069
ENSMUSG00000028559,29377
ENSMUSG00000010609,15489
ENSMUSG00000039840,13315
ENSMUSG00000015747,4883
ENSMUSG00000022860,8905
ENSMUSG00000024742,8957
ENSMUSG00000002365,3933
ENSMUSG00000041669,3527
ENSMUSG00000036372,3044
ENSMUSG00000032872,10788
ENSMUSG00000015852,2950
ENSMUSG00000020843,4380
ENSMUSG00000096753,3484
ENSMUSG00000031958,9753
ENSMUSG00000021200,7728
ENSMUSG00000022857,7803
ENSMUSG00000040537,64527
ENSMUSG00000025194,11614
ENSMUSG00000049583,20608
ENSMUSG00000015854,2030
ENSMUSG00000024044,51457
ENSMUSG00000062397,6339
ENSMUSG00000074785,9677
ENSMUSG00000037992,15213
ENSMUSG00000038495,27837
ENSMUSG00000091055,1150
ENSMUSG00000046006,4080
ENSMUSG00000059336,7901
ENSMUSG00000021701,7922
ENSMUSG00000036167,13875
ENSMUSG00000055835,6769
ENSMUSG00000118653,987
ENSMUSG00000030560,7823
ENSMUSG00000031957,871
ENSMUSG00000021203,12360
ENSMUSG00000042761,6068
ENSMUSG00000031274,16924
ENSMUSG00000031955,8249
ENSMUSG00000025195,24727
ENSMUSG00000094380,6127
ENSMUSG00000038774,21218
ENSMUSG00000021427,13261
ENSMUSG00000096794,5363
ENSMUSG00000039962,4708
ENSMUSG00000047197,836
ENSMUSG00000094810,4071
ENSMUSG00000020914,11814
ENSMUSG00000026163,20840
ENSMUSG00000031954,1171
ENSMUSG00000110991,931
ENSMUSG00000049556,14176
ENSMUSG00000051278,36946
